uid,name,vendor_name,address,latitude,longitude,city,country,open,close,logo_url,staff,payment_modes,contact_numbers,station_type,postal_code,zone,0,available,capacity,cost_per_unit,power_type,total,type,vehicle_type
REVBOLT_00017724,REVOS,REVOS,A 174 pocket 1 Sector 24 near Hanuman Mandir delhi,28.7230564727432,77.08730366081,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918587867117""]",charging,110085,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00015320,REVOS,REVOS,RZ C8 old Roshan Pura Back Side of pizza Wings NAJAFGARH,28.6062336923307,76.98606133461,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917678202865""]",charging,110043,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016344,REVOS,REVOS,c 115 b bandh road sanagam vihar ,28.4988945375656,77.2363583743572,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918586034826""]",charging,110080,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016346,REVOS,REVOS,L665 shop no3 ,28.4954211522868,77.2328188642859,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918368349534""]",charging,110080,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017719,REVOS,REVOS,sarvhit apartment sector 17 pockit A Dwarka new delhi ,28.5948208570799,77.0226600766182,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918340792631""]",charging,110075,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017546,REVOS,REVOS,mb road phalad pur new indain oil pump,28.5018763482189,77.289172410965,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919213947127""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017552,REVOS,REVOS,shop no 2 pul pehaldpur,28.5017608488215,77.2889709100127,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919213947127""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00012383,REVOS,REVOS,212 Ground Floor Pocket 20 Rohini Sector 24,28.7262421455719,77.097217105329,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919971479371""]",charging,110085,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016490,REVOS,REVOS,RZ 59 vishwakarma colony M B road,28.5019623834021,77.2870856523514,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919990459993""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00018020,REVOS,REVOS,383 10 B East Azad Nagar Metro Piller 95 ,28.6635096174208,77.2854008898139,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919717676845""]",charging,110032,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00018024,REVOS,REVOS,10B East azad nagar metro pillar no 95 ,28.6635072639116,77.2854112833738,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919717676845""]",charging,110032,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016463,REVOS,REVOS,RZ 59 vishwakarma colony M B road,28.5019134729983,77.2870970517397,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919990459993""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016364,REVOS,REVOS,s 501 school block sakarpur near shiv mandir,28.6260394701398,77.2755954042077,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919650803966""]",charging,110092,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016354,REVOS,REVOS,s 501 school block sakarpur near shiv mandir ,28.6262363524811,77.2755967453122,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919650803966""]",charging,110092,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016317,REVOS,REVOS,h 97 jagat puri delhi,28.6481521392031,77.2900206595659,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919891112061""]",charging,110051,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00006523,REVOS,REVOS,House no 116 ghonda ,28.6890382575342,77.2702661901712,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919310224102""]",charging,110053,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00018001,REVOS,REVOS,Pilot no 802 west jawharnagar main loni road GZB,28.7238121048909,77.289169728756,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871366578""]",charging,110090,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017951,REVOS,REVOS,Pilot no 802 west jawharnagar main loni road GZB,28.7238047544099,77.2891700640321,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871366578""]",charging,110090,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016480,REVOS,REVOS,1b 94 1 99 1 mb road khanpur old petrol pump new delhi 110062,28.5150589485597,77.2307451814413,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918130680007""]",charging,110062,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016485,REVOS,REVOS,1b 94 1 99 1 mb road old petrol pump khanpur New Delhi 110066,28.5150945956788,77.230931930244,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918130680007""]",charging,110062,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00008916,REVOS,REVOS,174 175 pocket 4 rohini sector 22,28.7172270428945,77.061105184257,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918527202010""]",charging,110085,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00013338,REVOS,REVOS,House number 13 pkt G29 sector 3 rohini,28.7058165798535,77.1028862893581,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918700502512""]",charging,110085,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017450,REVOS,REVOS,b 5 shop no 13 near mother dairy yamuna vihar,28.7004234944112,77.2697361186147,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918860806986""]",charging,110053,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017692,REVOS,REVOS,b 5 shop no 13 near mother dairy yamuna vihar,28.7003352688805,77.2697421535849,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918860806986""]",charging,110053,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00012879,REVOS,REVOS,2187 Gali No 8 Kailash Nagar Gandhi Nagar,28.6651591202058,77.2581908851862,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918595116818""]",charging,110031,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016502,REVOS,REVOS,t 370 f chirag delhi near bhagat singh College ,28.5359552256678,77.2283865138888,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918920082807""]",charging,110017,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016486,REVOS,REVOS,Sindhu faram road gali  no 12  ,28.4882945794079,77.3185462877154,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919971709540""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016491,REVOS,REVOS,Sindhu faram road gali no 12,28.4889573105679,77.3187276721001,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919971709540""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017639,REVOS,REVOS,garrage no 57 gulabi bagh truck market,28.6713515108846,77.1936036273837,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919312478103""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017407,REVOS,REVOS,47 metro piller  No 124 Near Pratap Nagar metro,28.6679267669281,77.1937397494912,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919212431987""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00015281,REVOS,REVOS,Shop no 9 GT road shahdara near Shyam Lal college,28.6733215263327,77.2835649177432,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918447496669""]",charging,110032,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017908,REVOS,REVOS,A992 JJ COLONY PANKHA ROAD UTTAM NAGAR,28.6223274773111,77.0679032430053,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917836885248""]",charging,110059,west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017402,REVOS,REVOS,47 Metro Piller no 124 Near Pratap Nagar Metro Station Delhi,28.667967363243,77.1937367320061,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919212431987""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017889,REVOS,REVOS,A992 JJ COLONY PANKHA ROAD UTTAM NAGAR,28.622306287409,77.0679884031415,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917836885248""]",charging,110059,west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_005416,REVOS,REVOS,gali no 19  shop no 5 churiya mohalla Tughlaqabad ,28.5201875908032,77.2639076784253,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919811373467""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016474,REVOS,REVOS,Z17 Manav Kalyan camp  Okhla phase 2,28.5395718932702,77.278897203505,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871106964""]",charging,110020,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00006941,REVOS,REVOS,BD BLOCK west shalimar bagh,28.7124520549461,77.1550602838397,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919868732727""]",charging,110088,north-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016268,REVOS,REVOS,b927 shastri nagar delhi ,28.673210627537,77.1824654191732,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919811009904""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00013879,REVOS,REVOS,H NO 228 Pooth Kalan Delhi,28.707813883018,77.074998691678,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919971940426""]",charging,110085,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00013744,REVOS,REVOS,H NO 228,28.7085546281351,77.0747311413288,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919971940426""]",charging,110086,north-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016488,REVOS,REVOS,a18 Durga vihar devli gao ,28.4991912491792,77.225646302104,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918700725085""]",charging,110080,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_004092,REVOS,REVOS,DDA sector E1,28.5375151294529,77.1306461468339,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919953559959""]",charging,110070,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017410,REVOS,REVOS,A-800/34 shastri nagar delhi near Vijay perol pump,28.6740151559246,77.1862104535103,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871288809""]",charging,110052,north-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017608,REVOS,REVOS,Baldev Park Parwana Rd,28.6468383862279,77.2889776155353,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919899886592""]",charging,110051,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017634,REVOS,REVOS,Baldev Park Parwana Rd,28.6467892488993,77.2889719158411,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919899886592""]",charging,110051,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016362,REVOS,REVOS,A-800/34 shastri nagar delhi near Vijay petrol pump,28.6739819159344,77.1862342581153,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871288809""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017735,REVOS,REVOS,plot No 98 Gali no 1 Niyadar Enclave near sunday Bazar Road vikas Nagar ,28.6448337410739,77.0369425043464,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917503539360""]",charging,110059,west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017093,REVOS,REVOS,plot no 3 sec 18 A Dwarka ,28.5873300595989,77.0371748507023,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918826611299""]",charging,110078,west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00008680,REVOS,REVOS,kharsa no-136/2 near yadav hotel badli,28.7328445733908,77.1413374319673,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918882828383""]",charging,110042,north-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021371,REVOS,REVOS,297 Lalkuan  M B Road,28.5020943824509,77.2855028137565,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919540147111""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021393,REVOS,REVOS,287 Lalkuan  M B Road,28.5019874278771,77.2854639217257,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919540147111""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016477,REVOS,REVOS,297 Lalkuan  M B Road,28.5019771154469,77.2854290530086,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919540147111""]",charging,110044,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021671,REVOS,REVOS,Shop no 19 corner markit malviya nagar,28.5381919838428,77.2136538103223,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999550308""]",charging,110017,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021674,REVOS,REVOS,shop 45 malviya nagar corner market,28.5395250620619,77.2128612175584,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919868230160""]",charging,110017,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016476,REVOS,REVOS,shop 45malviya nagar corner market,28.5398490511271,77.2132058814168,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919860230160""]",charging,110017,south-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021656,REVOS,REVOS,kh 108 gate no 2 freedom fighter enclave ,28.5111597880383,77.2022034600377,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919910913235""]",charging,110030,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017725,REVOS,REVOS,ground floor khasra no 34/22 village samaypur delhi,28.7436882668981,77.1239198371768,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999936644""]",charging,110042,north-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00010644,REVOS,REVOS,P-1/52a Budh Vihar Phase-1,28.7108735763563,77.0846804603934,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""9910409609""]",charging,110041,west-delhi,,1.0,3.3 kW,₹2 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00017828,REVOS,REVOS,20pal auto munirka ,28.5540655935967,77.1781779080629,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917042342392""]",charging,110067,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021675,REVOS,REVOS,20kartar market munirka ,28.5542199090239,77.1781249344349,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917042342392""]",charging,110067,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021494,REVOS,REVOS,B1687 Shastri Nagar ,28.6788048400059,77.1806214004755,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917011275882""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021420,REVOS,REVOS,B-1687 Shastri Nagar ,28.6788074873173,77.1807769685984,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917011275882""]",charging,110052,north-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021472,REVOS,REVOS,plot no 550 Gali ni d18 chatter pur,28.5078535640893,77.1851194649935,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919312265336""]",charging,110047,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021471,REVOS,REVOS,plot no 550 Gali no d18 chattarpur,28.5077298217408,77.1847583726048,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919312265339""]",charging,110030,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016264,REVOS,REVOS,17 /10 Shakti Nagar Delhi,28.6812521037152,77.1933602169156,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919213633568""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00016269,REVOS,REVOS,17/10 Shakti Nagar Delhi,28.6812491623268,77.1936646476388,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919213633568""]",charging,110007,north-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00011070,REVOS,REVOS,M 25 Commander Chowk Vikas Nagar Uttam Nagar New Delhi,28.6408931908466,77.0485450699925,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919312729475""]",charging,110059,west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021473,REVOS,REVOS,INDIAN TYRE HOUSE,28.5241032085326,77.1902052685618,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810239097""]",charging,110030,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021481,REVOS,REVOS,INDIAN TYRE HOUSE GATE NO 1 328 LADO SARAI NEW DELHI 110030,28.5239226314073,77.1903118863702,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810239097""]",charging,110030,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_002839,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""7207925176""]",charging,110066,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_001319,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919177601111""]",charging,110066,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00011287,REVOS,REVOS,jhenda colony fatehpur beri,28.4534035298103,77.1861819550395,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919268788016""]",charging,110074,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_003517,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919177601111""]",charging,110066,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_000807,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919177601111""]",charging,110066,south-west-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_001342,REVOS,REVOS,"Dwaraka, Delhi",28.596298,77.03701,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919177601111""]",charging,110075,south-west-delhi,,1.0,3.3 kW,₹20 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_001343,REVOS,REVOS,"Dwaraka, Delhi",28.596298,77.03701,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919177601111""]",charging,110075,south-west-delhi,,1.0,3.3 kW,₹20 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021676,REVOS,REVOS,c7139 yamuna vihar,28.6981722496883,77.2770176455379,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919873421422""]",charging,110053,east-delhi,,1.0,3.3 kW,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']"
